chapter_no,key_ideas,subject,grade,chapter_name
7,Thriving trade,History,7,The Gupta Era: An Age of Tireless Creativity
7,New Ideas and Wonders: The Classical Age,History,7,The Gupta Era: An Age of Tireless Creativity
7,The Decline of the Guptas,History,7,The Gupta Era: An Age of Tireless Creativity
7,Meanwhile in the South and Northeast ...,History,7,The Gupta Era: An Age of Tireless Creativity
8,What is 'Sacredness'?,History,7,How the Land Becomes Sacred 
8,Pilgrimages,History,7,How the Land Becomes Sacred 
8,More sacred sites,History,7,How the Land Becomes Sacred 
8,Becoming Aware of Sacred Geography,History,7,How the Land Becomes Sacred 
8,Rivers and sangams (confluence of rivers),History,7,How the Land Becomes Sacred 
8,Mountains and Forests,History,7,How the Land Becomes Sacred 
8,Trees,History,7,How the Land Becomes Sacred 
8,Forests and Sacred Groves,History,7,How the Land Becomes Sacred 
8,From pilgrimage to trade,History,7,How the Land Becomes Sacred 
8,Sacred Geography beyond India,History,7,How the Land Becomes Sacred 
8,Restoring and conserving the sacred,History,7,How the Land Becomes Sacred 
3,WHO ARE THE MARATHAS?,History,8,The Rise of the Marathas
3,FOUNDATION OF MARATHA POWER AND THE RISE OF SHIVAJI,History,8,The Rise of the Marathas
3,THE MARATHAS AFTER SHIVAJI,History,8,The Rise of the Marathas
3,MARATHA ADMINISTRATION,History,8,The Rise of the Marathas
3,CULTURAL REVIVAL,History,8,The Rise of the Marathas
3,The mighty Maratha women,History,8,The Rise of the Marathas
3,In focus: Thanjavur,History,8,The Rise of the Marathas
3,The Maratha legacy,History,8,The Rise of the Marathas
2,RISE AND FALL OF THE DELHI SULTANATE,History,8,Reshaping India’s Political Map
2,Resistance to the Delhi Sultanate,History,8,Reshaping India’s Political Map
2,THE VIJAYANAGARA EMPIRE,History,8,Reshaping India’s Political Map
2,THE MUGHALS,History,8,Reshaping India’s Political Map
2,RESISTANCE TO THE MUGHALS,History,8,Reshaping India’s Political Map
2,Surge of the Rajputs,History,8,Reshaping India’s Political Map
2,The Ahoms,History,8,Reshaping India’s Political Map
2,The Rise of the Sikhs,History,8,Reshaping India’s Political Map
2,ADMINISTERING INDIA,History,8,Reshaping India’s Political Map
2,PEOPLE'S LIVES,History,8,Reshaping India’s Political Map
4,THE AGE OF COLONIALISM,History,8,The Colonial Era in India
4,EUROPEANS IN INDIA,History,8,The Colonial Era in India
4,ENTER THE BRITISH,History,8,The Colonial Era in India
4,The drain of India's wealth,History,8,The Colonial Era in India
4,CHANGING LANDSCAPES,History,8,The Colonial Era in India
4,EARLY RESISTANCE MOVEMENTS: CHALLENGING COLONIAL AUTHORITY,History,8,The Colonial Era in India
4,THE GREAT REBELLION OF 1857,History,8,The Colonial Era in India
4,THE LEGACY OF EUROPEAN COLONIALISM IN INDIA,History,8,The Colonial Era in India
1,Number Sequences,Math,6,Patterns in Mathematics
1,Shape Patterns,Math,6,Patterns in Mathematics
10,Addition and Subtraction of Integers,Math,6,The Other Side of Zero
10,Integer Operations,Math,6,The Other Side of Zero
2,Points and Lines,Math,6,Lines and Angles
2,Angles,Math,6,Lines and Angles
2,Angle Measurement,Math,6,Lines and Angles
2,Angle Classification,Math,6,Lines and Angles
3,Numbers and Information,Math,6,Number Play
3,Supercells,Math,6,Number Play
3,Number Patterns,Math,6,Number Play
3,Mental Math,Math,6,Number Play
3,Estimation,Math,6,Number Play
4,Data Collection and Organization,Math,6,Data Handling and Presentation
4,Pictographs,Math,6,Data Handling and Presentation
4,Bar Graphs,Math,6,Data Handling and Presentation
5,Multiples and Factors,Math,6,Prime Time
5,Prime Numbers,Math,6,Prime Time
5,Co-prime Numbers,Math,6,Prime Time
5,Divisibility Tests,Math,6,Prime Time
6,Perimeter,Math,6,Perimeter and Area
6,Area,Math,6,Perimeter and Area
7,Basic Fraction Concepts,Math,6,Fractions
7,Comparing Fractions,Math,6,Fractions
7,Addition and Subtraction,Math,6,Fractions
8,Basic Geometric Constructions,Math,6,Playing with Constructions
8,Rectangle and Square Properties,Math,6,Playing with Constructions
8,Diagonals,Math,6,Playing with Constructions
8,Points Equidistant from Two Points,Math,6,Playing with Constructions
9,Line Symmetry,Math,6,Symmetry
9,Rotational Symmetry,Math,6,Symmetry
1,Understanding Large Numbers (Lakhs and Crores),Math,7,LARGE NUMBERS AROUND US
1,Number Systems and Place Value (Indian and International),Math,7,LARGE NUMBERS AROUND US
1,Approximation and Estimation,Math,7,LARGE NUMBERS AROUND US
1,Operations and Patterns with Large Numbers,Math,7,LARGE NUMBERS AROUND US
1,Problem Solving using Large Numbers,Math,7,LARGE NUMBERS AROUND US
2,Simple Expressions and Comparison,Math,7,ARITHMETIC EXPRESSIONS
2,Evaluating Complex Expressions using Brackets and Terms,Math,7,ARITHMETIC EXPRESSIONS
2,Properties of Operations and Manipulating Expressions,Math,7,ARITHMETIC EXPRESSIONS
2,The Distributive Property,Math,7,ARITHMETIC EXPRESSIONS
2,Expression Creation and Puzzles,Math,7,ARITHMETIC EXPRESSIONS
3,Understanding Smaller Units (Tenths and Hundredths),Math,7,A Peek Beyond the Point
3,Decimal Place Value and Notation,Math,7,A Peek Beyond the Point
3,Units of Measurement Conversion,Math,7,A Peek Beyond the Point
3,Locating and Comparing Decimals,Math,7,A Peek Beyond the Point
3,Addition and Subtraction of Decimals,Math,7,A Peek Beyond the Point
3,Analyzing Decimal Patterns and Estimating,Math,7,A Peek Beyond the Point
4,The Notion of Letter-Numbers and Basic Expressions,Math,7,Expressions Using Letter-Numbers
4,Revisiting Arithmetic and Algebraic Expressions,Math,7,Expressions Using Letter-Numbers
4,Simplification of Algebraic Expressions,Math,7,Expressions Using Letter-Numbers
4,Using Expressions to Describe Patterns and Relationships,Math,7,Expressions Using Letter-Numbers
5,Intersecting Lines and Angles,Math,7,Parallel and Intersecting Lines
5,Perpendicular Lines,Math,7,Parallel and Intersecting Lines
5,Parallel Lines,Math,7,Parallel and Intersecting Lines
5,Transversals and Angle Relationships,Math,7,Parallel and Intersecting Lines
6,Number Sequences from Arrangements,Math,7,Number Play
6,Parity of Numbers and Expressions,Math,7,Number Play
6,Grids and Magic Squares,Math,7,Number Play
6,Virahāńka–Fibonacci Sequence,Math,7,Number Play
6,Cryptarithms (Digits in Disguise),Math,7,Number Play
7,Constructing Triangles and their Properties,Math,7,A Tale of Three Intersecting Lines
7,Triangle Inequality,Math,7,A Tale of Three Intersecting Lines
7,Angle Properties of Triangles,Math,7,A Tale of Three Intersecting Lines
7,Types of Triangles,Math,7,A Tale of Three Intersecting Lines
8,Multiplication of Fractions,Math,7,Working with Fractions
8,Division of Fractions,Math,7,Working with Fractions
8,Problem Solving and Fractional Relations,Math,7,Working with Fractions
1,Square Numbers and their Properties,Math,8,A Square and a Cube
1,Square Roots,Math,8,A Square and a Cube
1,Cubic Numbers and their Properties,Math,8,A Square and a Cube
1,Cube Roots,Math,8,A Square and a Cube
2,Introduction to Exponential Growth,Math,8,POWER PLAY
2,Exponential Notation and Laws of Exponents,Math,8,POWER PLAY
2,Zero and Negative Exponents,Math,8,POWER PLAY
2,Scientific Notation,Math,8,POWER PLAY
2,Applications and Estimation with Large Numbers,Math,8,POWER PLAY
3,The Origin and Mechanism of Counting,Math,8,A Story of Numbers
3,Early Number Systems,Math,8,A Story of Numbers
3,The Roman Number System,Math,8,A Story of Numbers
3,The Concept of a Base,Math,8,A Story of Numbers
3,Place Value Systems,Math,8,A Story of Numbers
3,The Hindu-Arabic Number System,Math,8,A Story of Numbers
4,Rectangles and Squares,Math,8,Quadrilaterals
4,Parallelograms,Math,8,Quadrilaterals
4,"Rhombus, Kite, and Trapezium",Math,8,Quadrilaterals
4,General Properties and Relationships,Math,8,Quadrilaterals
5,Exploring Number Patterns,Math,8,NUMBER PLAY
5,Parity and Properties of Even/Odd Numbers,Math,8,NUMBER PLAY
5,Properties of Divisibility and Factors,Math,8,NUMBER PLAY
5,Remainders,Math,8,NUMBER PLAY
5,Divisibility Shortcuts,Math,8,NUMBER PLAY
5,Digital Roots,Math,8,NUMBER PLAY
5,Cryptarithms (Digits in Disguise),Math,8,NUMBER PLAY
6,Properties of Multiplication and Distributivity,Math,8,"We Distribute, Yet Things Multiply"
6,Special Cases and Algebraic Identities,Math,8,"We Distribute, Yet Things Multiply"
6,Applications of Distributivity,Math,8,"We Distribute, Yet Things Multiply"
6,Algebraic Reasoning and Pattern Exploration,Math,8,"We Distribute, Yet Things Multiply"
6,Error Analysis in Algebraic Simplification,Math,8,"We Distribute, Yet Things Multiply"
7,Observing Similarity and Proportionality,Math,8,Proportional Reasoning-1
7,Ratios and Simplest Form,Math,8,Proportional Reasoning-1
7,Problem Solving with Proportional Reasoning,Math,8,Proportional Reasoning-1
7,Sharing in a Ratio,Math,8,Proportional Reasoning-1
7,Unit Conversions in Proportional Reasoning,Math,8,Proportional Reasoning-1
4,Magnetic and Non-magnetic Materials,Physics,6,Exploring Magnets
4,Poles of a Magnet,Physics,6,Exploring Magnets
4,Finding Directions with Magnets,Physics,6,Exploring Magnets
4,Attraction and Repulsion Between Magnets,Physics,6,Exploring Magnets
4,Creating and Caring for Magnets,Physics,6,Exploring Magnets
5,Units of Measurement,Physics,6,Measurement of Length and Motion
5,Correct Measurement Techniques,Physics,6,Measurement of Length and Motion
5,Measuring Curved Lines,Physics,6,Measurement of Length and Motion
5,Position and Reference Point,Physics,6,Measurement of Length and Motion
5,Motion and Rest,Physics,6,Measurement of Length and Motion
5,Types of Motion,Physics,6,Measurement of Length and Motion
7,Concept of Temperature and Measurement,Physics,6,Temperature and its Measurement
7,Thermometers and Temperature Scales,Physics,6,Temperature and its Measurement
7,Clinical Thermometer,Physics,6,Temperature and its Measurement
7,Laboratory Thermometer,Physics,6,Temperature and its Measurement
7,Air Temperature,Physics,6,Temperature and its Measurement
12,Stars and Constellations,Physics,6,Beyond Earth
12,Night Sky Watching,Physics,6,Beyond Earth
12,Our Solar System,Physics,6,Beyond Earth
12,The Milky Way Galaxy and The Universe,Physics,6,Beyond Earth
1,The Nature of Science,Physics,7,The Ever-Evolving World of Science
1,Properties of Materials,Physics,7,The Ever-Evolving World of Science
1,Physical and Chemical Changes,Physics,7,The Ever-Evolving World of Science
1,Heat and the Water Cycle,Physics,7,The Ever-Evolving World of Science
1,Life Processes,Physics,7,The Ever-Evolving World of Science
1,"Time, Light, and Shadows",Physics,7,The Ever-Evolving World of Science
1,Earth and Space,Physics,7,The Ever-Evolving World of Science
3,Electric Cells and Batteries,Physics,7,Electricity: Circuits and their Components
3,Electric Lamps,Physics,7,Electricity: Circuits and their Components
3,Electrical Circuits,Physics,7,Electricity: Circuits and their Components
3,Circuit Diagrams and Symbols,Physics,7,Electricity: Circuits and their Components
3,Electrical Conductors and Insulators,Physics,7,Electricity: Circuits and their Components
7,Conduction of Heat,Physics,7,Heat Transfer in Nature
7,Convection of Heat,Physics,7,Heat Transfer in Nature
7,Radiation,Physics,7,Heat Transfer in Nature
7,Water Cycle and Groundwater,Physics,7,Heat Transfer in Nature
8,Measurement of Time,Physics,7,Measurement of Time and Motion
8,Units of Time,Physics,7,Measurement of Time and Motion
8,Speed,Physics,7,Measurement of Time and Motion
8,"Relationship between Speed, Distance, and Time",Physics,7,Measurement of Time and Motion
8,Uniform and Non-uniform Linear Motion,Physics,7,Measurement of Time and Motion
11,Sources of Light,Physics,7,Light: Shadows and Reflections
11,Rectilinear Propagation of Light,Physics,7,Light: Shadows and Reflections
11,"Transparent, Translucent, and Opaque Materials",Physics,7,Light: Shadows and Reflections
11,Shadow Formation,Physics,7,Light: Shadows and Reflections
11,Reflection of Light,Physics,7,Light: Shadows and Reflections
11,Images Formed in a Plane Mirror,Physics,7,Light: Shadows and Reflections
11,Pinhole Camera,Physics,7,Light: Shadows and Reflections
11,Periscope and Kaleidoscope,Physics,7,Light: Shadows and Reflections
12,Rotation of the Earth,Physics,7,"Earth, Moon, and the Sun"
12,Revolution of the Earth and Seasons,Physics,7,"Earth, Moon, and the Sun"
12,Eclipses,Physics,7,"Earth, Moon, and the Sun"
1,The Nature of Scientific Inquiry,Physics,8,Exploring the Investigative World of Science
1,Overview of Science Topics,Physics,8,Exploring the Investigative World of Science
4,Magnetic Effect of Electric Current,Physics,8,Electricity: Magnetic and Heating Effects
4,Electromagnets,Physics,8,Electricity: Magnetic and Heating Effects
4,Heating Effect of Electric Current,Physics,8,Electricity: Magnetic and Heating Effects
4,Generation of Electricity by Batteries,Physics,8,Electricity: Magnetic and Heating Effects
5,Definition and Effects of Force,Physics,8,Exploring Forces
5,Types of Forces (Contact and Non-contact),Physics,8,Exploring Forces
5,Friction,Physics,8,Exploring Forces
5,Magnetic and Electrostatic Forces,Physics,8,Exploring Forces
5,"Gravitational Force, Weight, and Mass",Physics,8,Exploring Forces
5,Buoyant Force (Floating and Sinking),Physics,8,Exploring Forces
6,Pressure,Physics,8,"Pressure, Winds, Storms, and Cyclones"
6,Pressure Exerted by Liquids and Gases (Air),Physics,8,"Pressure, Winds, Storms, and Cyclones"
6,Formation of Wind and High-Speed Winds,Physics,8,"Pressure, Winds, Storms, and Cyclones"
6,Thunderstorms and Lightning,Physics,8,"Pressure, Winds, Storms, and Cyclones"
6,Cyclones,Physics,8,"Pressure, Winds, Storms, and Cyclones"
10,Spherical Mirrors,Physics,8,Light: Mirrors and Lenses
10,Image Formation by Spherical Mirrors,Physics,8,Light: Mirrors and Lenses
10,Laws of Reflection,Physics,8,Light: Mirrors and Lenses
10,Lenses,Physics,8,Light: Mirrors and Lenses
10,Image Formation by Lenses,Physics,8,Light: Mirrors and Lenses
11,Phases of the Moon,Physics,8,Keeping Time with the Skies
11,Calendars and Timekeeping,Physics,8,Keeping Time with the Skies
11,Festivals and Astronomical Phenomena,Physics,8,Keeping Time with the Skies
11,Artificial Satellites,Physics,8,Keeping Time with the Skies
13,Earth as a Unique Planet for Life,Physics,8,"Our Home: Earth, a Unique Life Sustaining Planet"
13,Sustaining Life on Earth,Physics,8,"Our Home: Earth, a Unique Life Sustaining Planet"
13,Reproduction and Continuity of Life,Physics,8,"Our Home: Earth, a Unique Life Sustaining Planet"
13,Threats to Life on Earth,Physics,8,"Our Home: Earth, a Unique Life Sustaining Planet"
1,The Nature of Science,Chemistry,6,The Wonderful World of Science
1,The Scientific Method,Chemistry,6,The Wonderful World of Science
2,Observing and Understanding Biodiversity,Chemistry,6,Diversity in the Living World
2,Grouping and Classification of Plants,Chemistry,6,Diversity in the Living World
2,Grouping and Classification of Animals,Chemistry,6,Diversity in the Living World
2,"Habitats, Adaptations, and Conservation",Chemistry,6,Diversity in the Living World
3,Food Diversity and Culinary Practices,Chemistry,6,Mindful Eating: A Path to a Healthy Body
3,Components of Food (Nutrients),Chemistry,6,Mindful Eating: A Path to a Healthy Body
3,"Health, Diet, and Deficiency Diseases",Chemistry,6,Mindful Eating: A Path to a Healthy Body
3,Scientific Investigation of Food,Chemistry,6,Mindful Eating: A Path to a Healthy Body
3,Food Systems and Choices,Chemistry,6,Mindful Eating: A Path to a Healthy Body
10,Characteristics of Living and Non-living Things,Chemistry,6,Living Creatures: Exploring their Characteristics
10,Seed Germination,Chemistry,6,Living Creatures: Exploring their Characteristics
10,Growth and Movement in Plants,Chemistry,6,Living Creatures: Exploring their Characteristics
10,Life Cycles of Living Things,Chemistry,6,Living Creatures: Exploring their Characteristics
11,Air as a Natural Resource,Chemistry,6,Nature's Treasures
11,Water as a Natural Resource,Chemistry,6,Nature's Treasures
11,Energy from the Sun,Chemistry,6,Nature's Treasures
11,Forests,Chemistry,6,Nature's Treasures
11,"Soil, Rocks, and Minerals",Chemistry,6,Nature's Treasures
11,Fossil Fuels,Chemistry,6,Nature's Treasures
11,Classification and Conservation of Natural Resources,Chemistry,6,Nature's Treasures
2,"Properties and Indicators of Acids, Bases, and Neutral Substances",Chemistry,7,"Exploring Substances: Acidic, Basic, and Neutral"
2,Neutralisation and Its Applications,Chemistry,7,"Exploring Substances: Acidic, Basic, and Neutral"
4,Physical Properties of Metals and Non-metals,Chemistry,7,The World of Metals and Non-metals
4,Chemical Properties of Metals and Non-metals,Chemistry,7,The World of Metals and Non-metals
4,Corrosion,Chemistry,7,The World of Metals and Non-metals
4,Uses and Importance of Metals and Non-metals,Chemistry,7,The World of Metals and Non-metals
5,Physical Changes,Chemistry,7,Changes Around Us: Physical and Chemical
5,Chemical Changes,Chemistry,7,Changes Around Us: Physical and Chemical
5,Combustion,Chemistry,7,Changes Around Us: Physical and Chemical
5,Reversible and Irreversible Changes,Chemistry,7,Changes Around Us: Physical and Chemical
5,Desirable and Undesirable Changes,Chemistry,7,Changes Around Us: Physical and Chemical
5,Natural Changes: Weathering and Erosion,Chemistry,7,Changes Around Us: Physical and Chemical
7,Composition of Matter,Chemistry,8,Particulate Nature of Matter
7,"Properties of States of Matter (Solids, Liquids, and Gases)",Chemistry,8,Particulate Nature of Matter
7,Movement of Particles,Chemistry,8,Particulate Nature of Matter
8,Mixtures,Chemistry,8,"Nature of Matter: Elements, Compounds, and Mixtures"
8,Pure Substances,Chemistry,8,"Nature of Matter: Elements, Compounds, and Mixtures"
8,Elements,Chemistry,8,"Nature of Matter: Elements, Compounds, and Mixtures"
8,Compounds,Chemistry,8,"Nature of Matter: Elements, Compounds, and Mixtures"
8,"Differentiating Elements, Compounds, and Mixtures",Chemistry,8,"Nature of Matter: Elements, Compounds, and Mixtures"
9,"Solutes, Solvents, and Solutions",Chemistry,8,"The Amazing World of Solutes, Solvents, and Solutions"
9,Solubility and Concentration,Chemistry,8,"The Amazing World of Solutes, Solvents, and Solutions"
9,Density and its Measurement,Chemistry,8,"The Amazing World of Solutes, Solvents, and Solutions"
9,Factors Affecting Density,Chemistry,8,"The Amazing World of Solutes, Solvents, and Solutions"
1,A Map and Its Components,Geography,6,Locating Places on the Earth
1,Mapping the Earth,Geography,6,Locating Places on the Earth
1,Understanding coordinates,Geography,6,Locating Places on the Earth
1,Latitudes,Geography,6,Locating Places on the Earth
1,Longitudes,Geography,6,Locating Places on the Earth
1,Understanding Time Zones,Geography,6,Locating Places on the Earth
1,International Date Line,Geography,6,Locating Places on the Earth
2,The Distribution of Water and Land on the Earth,Geography,6,Oceans and Continents
2,Oceans,Geography,6,Oceans and Continents
2,Oceans and disasters,Geography,6,Oceans and Continents
2,Continents,Geography,6,Oceans and Continents
2,Islands,Geography,6,Oceans and Continents
2,Oceans and Life,Geography,6,Oceans and Continents
3,Mountains,Geography,6,Landforms and Life
3,Mountain environment,Geography,6,Landforms and Life
3,Life in the mountains,Geography,6,Landforms and Life
3,Plateaus,Geography,6,Landforms and Life
3,Plains,Geography,6,Landforms and Life
3,Life in the plains,Geography,6,Landforms and Life
1,The Himalayas,Geography,7,Geographical Diversity of India
1,The cold desert of India,Geography,7,Geographical Diversity of India
1,The Gangetic Plains,Geography,7,Geographical Diversity of India
1,The Great Indian Desert or Thar,Geography,7,Geographical Diversity of India
1,The Aravalli Hills,Geography,7,Geographical Diversity of India
1,The Peninsular Plateau,Geography,7,Geographical Diversity of India
1,India's Amazing Coastlines,Geography,7,Geographical Diversity of India
1,Indian Islands,Geography,7,Geographical Diversity of India
1,The Delta in West Bengal and the Sundarbans,Geography,7,Geographical Diversity of India
1,The hills of the Northeast,Geography,7,Geographical Diversity of India
2,Weather and its Elements,Geography,7,Understanding the Weather
2,Observing Nature's clues,Geography,7,Understanding the Weather
2,Temperature,Geography,7,Understanding the Weather
2,Precipitation,Geography,7,Understanding the Weather
2,Atmospheric pressure,Geography,7,Understanding the Weather
2,Wind,Geography,7,Understanding the Weather
2,Humidity,Geography,7,Understanding the Weather
2,Weather Stations,Geography,7,Understanding the Weather
2,Predicting the Weather,Geography,7,Understanding the Weather
3,Weather,Geography,7,Climates of India
3,Seasons and the Climate,Geography,7,Climates of India
3,Types of Climates in India,Geography,7,Climates of India
3,Factors Determining the Climate,Geography,7,Climates of India
3,The Monsoons,Geography,7,Climates of India
3,Climate and our Lives,Geography,7,Climates of India
3,Climates and Disasters,Geography,7,Climates of India
3,Climate Change,Geography,7,Climates of India
1,WHEN DOES NATURE BECOME A RESOURCE?,Geography,8,Natural Resources and Their Use
1,CATEGORIES OF NATURAL RESOURCES,Geography,8,Natural Resources and Their Use
1,Renewable and non-renewable resources,Geography,8,Natural Resources and Their Use
1,DISTRIBUTION OF NATURAL RESOURCES AND ITS IMPLICATIONS,Geography,8,Natural Resources and Their Use
1,THE 'NATURAL RESOURCE CURSE',Geography,8,Natural Resources and Their Use
1,RESPONSIBLE AND WISE USE OF NATURAL RESOURCES: STEWARDSHIP,Geography,8,Natural Resources and Their Use
9,Family,Civics,6,Family and Community
9,Roles and Responsibilities,Civics,6,Family and Community
9,Community,Civics,6,Family and Community
9,The Big Questions,Civics,6,Family and Community
9,DON'T MISS OUT,Civics,6,Family and Community
10,Introduction,Civics,6,Grassroots Democracy Part 1Governance
10,Three Organs of Government,Civics,6,Grassroots Democracy Part 1Governance
10,Three Levels of Government,Civics,6,Grassroots Democracy Part 1Governance
10,Democracy,Civics,6,Grassroots Democracy Part 1Governance
10,representative democracy,Civics,6,Grassroots Democracy Part 1Governance
10,direct democracy,Civics,6,Grassroots Democracy Part 1Governance
10,grassroots democracy,Civics,6,Grassroots Democracy Part 1Governance
11,Panchayati Raj System,Civics,6,Grassroots Democracy Local Government in Rural Areas
11,Gram Panchayat,Civics,6,Grassroots Democracy Local Government in Rural Areas
11,Exemplary Sarpanchs,Civics,6,Grassroots Democracy Local Government in Rural Areas
11,Child-Friendly Panchayat Initiative,Civics,6,Grassroots Democracy Local Government in Rural Areas
11,Panchayat Samiti and Zila Parishad,Civics,6,Grassroots Democracy Local Government in Rural Areas
12,Introduction,Civics,6,Grassroots Democracy Local Government in  Urban Areas
12,Urban Local Bodies,Civics,6,Grassroots Democracy Local Government in  Urban Areas
12,SERVICES UNDER THE INDORE MUNICIPAL CORPORATION,Civics,6,Grassroots Democracy Local Government in  Urban Areas
12,Before we move on ...,Civics,6,Grassroots Democracy Local Government in  Urban Areas
13,Economic activities,Civics,6,The Value of Work
13,Non-economic activities,Civics,6,The Value of Work
13,Types of Economic Activities,Civics,6,The Value of Work
13,Value addition,Civics,6,The Value of Work
13,The Importance of Non-Economic Activities,Civics,6,The Value of Work
13,Sevā: selfless service,Civics,6,The Value of Work
13,The strength of community participation,Civics,6,The Value of Work
14,The Classification of Economic Activities into Economic Sectors,Civics,6,Economic Activities Around Us
14,Primary activities,Civics,6,Economic Activities Around Us
14,Secondary activities,Civics,6,Economic Activities Around Us
14,Tertiary activities,Civics,6,Economic Activities Around Us
14,Interdependence Among Sectors,Civics,6,Economic Activities Around Us
9,What is Government? What are its Functions?,Civics,7,From the Rulers to the Ruled: Types of Governments
9,What is Democracy?,Civics,7,From the Rulers to the Ruled: Types of Governments
9,Functions of Government,Civics,7,From the Rulers to the Ruled: Types of Governments
9,What Makes Governments Different?,Civics,7,From the Rulers to the Ruled: Types of Governments
9,Different forms of democratic governments,Civics,7,From the Rulers to the Ruled: Types of Governments
9,Other Forms of Government,Civics,7,From the Rulers to the Ruled: Types of Governments
9,Why Democracy Matters,Civics,7,From the Rulers to the Ruled: Types of Governments
10,What Is a Constitution?,Civics,7,The Constitution of India — An Introduction
10,Why do we need a constitution?,Civics,7,The Constitution of India — An Introduction
10,How was our Constitution developed?,Civics,7,The Constitution of India — An Introduction
10,What Shaped and Influenced the Indian Constitution?,Civics,7,The Constitution of India — An Introduction
10,Key Features of the Constitution of India,Civics,7,The Constitution of India — An Introduction
10,The Constitution is a Living Document,Civics,7,The Constitution of India — An Introduction
10,Understanding the Preamble: The Guiding Values of the Constitution of India,Civics,7,The Constitution of India — An Introduction
11,Why Do we Need Money?,Civics,7,From Barter to Money
11,Basic Functions of Money,Civics,7,From Barter to Money
11,The Journey of Money,Civics,7,From Barter to Money
11,Coinage,Civics,7,From Barter to Money
11,Paper Money,Civics,7,From Barter to Money
11,New Forms of Money,Civics,7,From Barter to Money
12,What is a Market?,Civics,7,Understanding  Markets
12,Prices and Markets,Civics,7,Understanding  Markets
12,Markets Around Us,Civics,7,Understanding  Markets
12,Wholesale and Retail Markets,Civics,7,Understanding  Markets
12,The Role of Markets in People's Lives,Civics,7,Understanding  Markets
12,Government's Role in the Market,Civics,7,Understanding  Markets
12,How can consumers assess the quality of products and services?,Civics,7,Understanding  Markets
5,Universal Adult Franchise,Civics,8,"Universal Franchise and India’s Electoral System"
5,The Role of the Election Commission of India (ECI),Civics,8,"Universal Franchise and India’s Electoral System"
5,Managing the electoral process,Civics,8,"Universal Franchise and India’s Electoral System"
5,Model Code of Conduct (MCC),Civics,8,"Universal Franchise and India’s Electoral System"
