chapter_no,key_ideas,subject,grade,chapter_name
15,Historical Migration,Civics,6,Diversity in Our Society
15,Social Inequities,Civics,6,Diversity in Our Society
15,Language Diversity,Civics,6,Diversity in Our Society
15,Community Interactions,Civics,6,Diversity in Our Society
15,Unique Identities,Civics,6,Diversity in Our Society
16,Gender roles,Civics,6,Towards Gender Equality
16,Women's participation,Civics,6,Towards Gender Equality
16,Socially caused differences,Civics,6,Towards Gender Equality
16,Discrimination against girls,Civics,6,Towards Gender Equality
16,Literacy disparities,Civics,6,Towards Gender Equality
16,Gender-based violence,Civics,6,Towards Gender Equality
16,Female foeticide,Civics,6,Towards Gender Equality
16,Public life involvement,Civics,6,Towards Gender Equality
16,Household responsibilities,Civics,6,Towards Gender Equality
16,Historical inequality,Civics,6,Towards Gender Equality
7,Agricultural Laborers,Civics,6,Agriculture in Our Times
7,Wage Disparities,Civics,6,Agriculture in Our Times
7,Small Farmers,Civics,6,Agriculture in Our Times
7,Contract Farming,Civics,6,Agriculture in Our Times
7,Financial Challenges,Civics,6,Agriculture in Our Times
7,Crop Irrigation Issues,Civics,6,Agriculture in Our Times
7,Employment Opportunities,Civics,6,Agriculture in Our Times
7,Rural Migration,Civics,6,Agriculture in Our Times
7,Government Schemes,Civics,6,Agriculture in Our Times
8,Agricultural Products,Civics,6,Trade in Agricultural Produce - Part-A
8,Selling Methods,Civics,6,Trade in Agricultural Produce - Part-A
8,Street Vendors,Civics,6,Trade in Agricultural Produce - Part-A
8,Weekly Markets,Civics,6,Trade in Agricultural Produce - Part-A
8,Rythu Bazaar,Civics,6,Trade in Agricultural Produce - Part-A
8,Small Traders,Civics,6,Trade in Agricultural Produce - Part-A
8,Price Fluctuations,Civics,6,Trade in Agricultural Produce - Part-A
8,Borrowing Practices,Civics,6,Trade in Agricultural Produce - Part-A
8,Market Challenges,Civics,6,Trade in Agricultural Produce - Part-A
8,Women's Participation,Civics,6,Trade in Agricultural Produce - Part-A
9,Agriculture Market Yard,Civics,6,Trade in Agricultural Produce - Part-B
9,Minimum Support Price,Civics,6,Trade in Agricultural Produce - Part-B
9,Auction Process,Civics,6,Trade in Agricultural Produce - Part-B
9,Selling to Rice Millers,Civics,6,Trade in Agricultural Produce - Part-B
9,Farmer Indebtedness,Civics,6,Trade in Agricultural Produce - Part-B
9,Role of Brokers,Civics,6,Trade in Agricultural Produce - Part-B
9,Price Negotiation,Civics,6,Trade in Agricultural Produce - Part-B
9,Payment Practices,Civics,6,Trade in Agricultural Produce - Part-B
9,Quality Assessment,Civics,6,Trade in Agricultural Produce - Part-B
6,Gathering food,History,6,From Gathering Food to Growing Food - The Earliest People
6,Hunting practices,History,6,From Gathering Food to Growing Food - The Earliest People
6,Stone tools,History,6,From Gathering Food to Growing Food - The Earliest People
6,Discovery of fire,History,6,From Gathering Food to Growing Food - The Earliest People
6,Nomadic lifestyle,History,6,From Gathering Food to Growing Food - The Earliest People
6,Rock art,History,6,From Gathering Food to Growing Food - The Earliest People
6,Shared living,History,6,From Gathering Food to Growing Food - The Earliest People
6,Hunter-gatherer societies,History,6,From Gathering Food to Growing Food - The Earliest People
6,Food sharing,History,6,From Gathering Food to Growing Food - The Earliest People
6,Early human tools,History,6,From Gathering Food to Growing Food - The Earliest People
10,Ganges Valley Geography,History,6,Emergence of Kingdoms and Republics
10,Archaeological Evidence,History,6,Emergence of Kingdoms and Republics
10,Village Life and Economy,History,6,Emergence of Kingdoms and Republics
10,Cities of Mahajanapadas,History,6,Emergence of Kingdoms and Republics
10,Kings and Governance,History,6,Emergence of Kingdoms and Republics
10,Taxation Systems,History,6,Emergence of Kingdoms and Republics
10,Military and Warfare,History,6,Emergence of Kingdoms and Republics
10,Trade and Commerce,History,6,Emergence of Kingdoms and Republics
11,Mauryan Empire,History,6,First Empires
11,Chandragupta Maurya,History,6,First Empires
11,Ashoka the Great,History,6,First Empires
11,Trade routes,History,6,First Empires
11,Political systems,History,6,First Empires
11,Dhamma principles,History,6,First Empires
11,Provincial governance,History,6,First Empires
11,Inscriptions and records,History,6,First Empires
11,Kalinga war,History,6,First Empires
11,Diverse resources,History,6,First Empires
17,Religion and Beliefs,History,6,Religion and Society in Early Times
17,Hunter-Gatherer Practices,History,6,Religion and Society in Early Times
17,Early Farmers and Herders,History,6,Religion and Society in Early Times
17,Indus Valley Religion,History,6,Religion and Society in Early Times
17,Vedic Religion,History,6,Religion and Society in Early Times
17,Varna System,History,6,Religion and Society in Early Times
17,Worship of Nature,History,6,Religion and Society in Early Times
17,Ancestor Worship,History,6,Religion and Society in Early Times
17,Rituals and Offerings,History,6,Religion and Society in Early Times
17,Community Worship,History,6,Religion and Society in Early Times
18,Hindu Religion,History,6,Devotion and Love towards God
18,Devotion and Worship,History,6,Devotion and Love towards God
18,Bhakti Movement,History,6,Devotion and Love towards God
18,Alvars and Nayanars,History,6,Devotion and Love towards God
18,Religious Storytelling,History,6,Devotion and Love towards God
18,Mixed Religious Practices,History,6,Devotion and Love towards God
18,Historical Religious Developments,History,6,Devotion and Love towards God
18,Temples and Worship,History,6,Devotion and Love towards God
18,Supreme God Concepts,History,6,Devotion and Love towards God
19,Language and Communication,History,6, Language Writing and Great Books
19,Importance of Language,History,6,Language Writing and Great Books
19,Development of Languages,History,6,Language Writing and Great Books
19,Writing and Scripts,History,6,Language Writing and Great Books
19,Oral Literature,History,6,Language Writing and Great Books
19,Historical Writing,History,6,Language Writing and Great Books
19,Great Epics,History,6,Language Writing and Great Books
19,Jataka Stories,History,6,Language Writing and Great Books
19,Language Families,History,6,Language Writing and Great Books
19,Evolution of Writing,History,6,Language Writing and Great Books
20,Sculptures and Figurines,History,6,Sculptures and Buildings
20,Harappan Cities,History,6,Sculptures Sculptures and Buildings
20,Indus Valley Civilization,History,6,Sculptures and Buildings
20,Urban Features,History,6,Sculptures and Buildings
20,Artisans and Trades,History,6,Sculptures and Buildings
20,Rulers and Governance,History,6,Sculptures and Buildings
20,Decline of Cities,History,6,Sculptures and Buildings
20,Mauryan Period Sculpture,History,6,Sculptures and Buildings
20,Cultural Significance,History,6,Sculptures and Buildings
20,Trade and Transportation,History,6,Sculptures and Buildings
1,Food varieties,Biology,6,Our Food
1,Ingredients of food,Biology,6,Our Food
1,Sources of food,Biology,6,Our Food
1,Cooking methods,Biology,6,Our Food
1,Food preservation,Biology,6,Our Food
1,Cultural food habits,Biology,6,Our Food
1,Nutritional components,Biology,6,Our Food
1,Food preparation techniques,Biology,6,Our Food
1,Taste factors,Biology,6,Our Food
4,Animal Food Habits,Biology,6,What Do Animals Eat
4,Types of Food,Biology,6,What Do Animals Eat
4,Methods of Finding Food,Biology,6,What Do Animals Eat
4,Specialized Body Parts,Biology,6,What Do Animals Eat
4,Herbivores,Biology,6,What Do Animals Eat
4,Carnivores,Biology,6,What Do Animals Eat
4,Omnivores,Biology,6,What Do Animals Eat
4,Senses Used in Feeding,Biology,6,What Do Animals Eat
4,Food Collection Techniques,Biology,6,What Do Animals Eat
4,Animal Examples,Biology,6,What Do Animals Eat
6,Habitat definition,Biology,6,Habitat
6,Organism needs,Biology,6,Habitat
6,Types of habitats,Biology,6,Habitat
6,Pond habitat,Biology,6,Habitat
6,Tree habitat,Biology,6,Habitat
6,House as habitat,Biology,6,Habitat
6,Aquatic organisms,Biology,6,Habitat
6,Terrestrial organisms,Biology,6,Habitat
6,Organism interactions,Biology,6,Habitat
8,Fabrics,Biology,6,Fibre To Fabric
8,Types of Fabrics,Biology,6,Fibre To Fabric
8,Natural Fibres,Biology,6,Fibre To Fabric
8,Artificial Fibres,Biology,6,Fibre To Fabric
8,Yarn Production,Biology,6,Fibre To Fabric
8,Spinning Process,Biology,6,Fibre To Fabric
8,Weaving Techniques,Biology,6,Fibre To Fabric
8,Fabric Properties,Biology,6,Fibre To Fabric
8,Fabric Applications,Biology,6,Fibre To Fabric
9,Parts of plants,Biology,6,Plants - Parts and Functions
9,Functions of roots,Biology,6,Plants - Parts and Functions
9,Types of roots,Biology,6,Plants - Parts and Functions
9,Parts of a leaf,Biology,6,Plants - Parts and Functions
9,Functions of leaves,Biology,6,Plants - Parts and Functions
9,Venation types,Biology,6,Plants - Parts and Functions
9,Functions of stems,Biology,6,Plants - Parts and Functions
9,Plant reproduction,Biology,6,Plants - Parts and Functions
9,Importance of plant parts,Biology,6,Plants - Parts and Functions
11,Water usage,Biology,6,Water in Our Life
11,Water sources,Biology,6,Water in Our Life
11,Measurement of water,Biology,6,Water in Our Life
11,Water scarcity,Biology,6,Water in Our Life
11,Drought impacts,Biology,6,Water in Our Life
11,Flood consequences,Biology,6,Water in Our Life
11,Importance of fresh water,Biology,6,Water in Our Life
11,Water-related diseases,Biology,6,Water in Our Life
11,Water conservation,Biology,6,Water in Our Life
11,Daily water requirements,Biology,6,Water in Our Life
14,Movements in Animals,Biology,6,Movements in Animals
14,Types of Movements,Biology,6,Movements in Animals
14,Muscles and Bones,Biology,6,Movements in Animals
14,Muscle Function,Biology,6,Movements in Animals
14,Skeletal System,Biology,6,Movements in Animals
14,Joints and Ligaments,Biology,6,Movements in Animals
14,Types of Joints,Biology,6,Movements in Animals
14,Muscle Contraction,Biology,6,Movements in Animals
14,Internal Body Structures,Biology,6,Movements in Animals
16,Living things,Biology,6,Living and Non Living
16,Non-living things,Biology,6,Living and Non Living
16,Characteristics of living things,Biology,6,Living and Non Living
16,Growth in living beings,Biology,6,Living and Non Living
16,Movement in living beings,Biology,6,Living and Non Living
16,Food and nutrition,Biology,6,Living and Non Living
16,Breathing and respiration,Biology,6,Living and Non Living
16,Excretion in living beings,Biology,6,Living and Non Living
16,Response to stimuli,Biology,6,Living and Non Living
16,Reproduction in living beings,Biology,6,Living and Non Living
1,District Political Map,Geography,6,Reading and Making Maps
1,Locating Places,Geography,6,Reading and Making Maps
1,Measuring Distances,Geography,6,Reading and Making Maps
1,Sketch Maps,Geography,6,Reading and Making Maps
1,Identifying Directions,Geography,6,Reading and Making Maps
1,Map Scale,Geography,6,Reading and Making Maps
1,Map Symbols,Geography,6,Reading and Making Maps
2,Spherical Earth,Geography,6,Globe- A Model of the Earth
2,Globe as Earth Model,Geography,6,Globe- A Model of the Earth
2,Oceans and Continents,Geography,6,Globe- A Model of the Earth
2,Earth's Poles,Geography,6,Globe- A Model of the Earth
2,Latitudes and Longitudes,Geography,6,Globe- A Model of the Earth
2,Earth's Rotation,Geography,6,Globe- A Model of the Earth
2,Imaginary Lines,Geography,6,Globe- A Model of the Earth
2,Hemispheres,Geography,6,Globe- A Model of the Earth
3,Mountains and Hills,Geography,6,Land Forms  Part-A 
3,Plateaus,Geography,6,Land Forms  Part-A 
3,Plains,Geography,6,Land Forms  Part-A 
3,River Deltas,Geography,6,Land Forms  Part-A 
3,Relief Features,Geography,6,Land Forms  Part-A 
3,Telangana Plateau,Geography,6,Land Forms  Part-A 
3,Western and Eastern Ghats,Geography,6,Land Forms  Part-A 
4,Plain landscape,Geography,6,Penamakuru- A Village in the Krishna Delta  Part-B 
4,Prakasam Barrage,Geography,6,Penamakuru- A Village in the Krishna Delta  Part-B 
4,Rainfall and irrigation,Geography,6,Penamakuru- A Village in the Krishna Delta  Part-B 
4,Fertile alluvial soils,Geography,6,Penamakuru- A Village in the Krishna Delta  Part-B 
4,Cyclones and floods,Geography,6,Penamakuru- A Village in the Krishna Delta  Part-B 
4,Crop cultivation,Geography,6,Penamakuru- A Village in the Krishna Delta  Part-B 
4,Land ownership and tenancy,Geography,6,Penamakuru- A Village in the Krishna Delta  Part-B 
4,Animal rearing and occupations,Geography,6,Penamakuru- A Village in the Krishna Delta  Part-B 
5,Deccan Plateau,Geography,6,Dokur- A Village on the Plateau
5,Dokur Village,Geography,6,Dokur- A Village on the Plateau
5,Climate and Rainfall,Geography,6,Dokur- A Village on the Plateau
5,Soil Types,Geography,6,Dokur- A Village on the Plateau
5,Water Resources,Geography,6,Dokur- A Village on the Plateau
5,Wells and Bore Wells,Geography,6,Dokur- A Village on the Plateau
5,Agriculture and Crops,Geography,6,Dokur- A Village on the Plateau
5,Fruit Orchards,Geography,6,Dokur- A Village on the Plateau
6,Village geography,Geography,6,Penugolu- A Village on the Hills
6,Tribal communities,Geography,6,Penugolu- A Village on the Hills
6,Shifting agriculture,Geography,6,- A Village on the Hills
6,Forest resources,Geography,6,Penugolu- A Village on the Hills
6,Water sources,Geography,6,Penugolu- A Village on the Hills
6,Bamboo usage,Geography,6,Penugolu- A Village on the Hills
6,Livelihood challenges,Penugolu,6,Penugolu- A Village on the Hills
21,Geographical location,Geography,6,Greenery in Telangana
21,Climate and rainfall,Geography,6,Greeneryin Telangana
21,Deforestation issues,Geography,6,Greenery in Telangana
21,Government plantation initiatives,Geography,6,Greenery in Telangana
21,Community participation,Geography,6,Greenery in Telangana
21,Benefits of increased greenery,Geography,6,Greenery in Telangana
21,Notable environmentalists,Geography,6,Greenery in Telangana
12,Electric Cells and Bulbs,Physics,6,Simple Electric Circuits
12,Simple Electric Circuits,Physics,6,Simple Electric Circuits
12,Electric Switch,Physics,6,Simple Electric Circuits
12,Torch Light,Physics,6,Simple Electric Circuits
12,Conductors and Insulators,Physics,6,Simple Electric Circuits
12,Electricity and Its History,Physics,6,Simple Electric Circuits
13,Introduction to Measurement and Units,Physics,6,Learning How to Measure
13,Measurement of Length,Physics,6,Learning How to Measure
13,Measurement of Area,Physics,6,Learning How to Measure
13,Measurement of Volume,Physics,6,Learning How to Measure
15,How We See Objects and Sources of Light,Physics,6,"Light, Shadows and Images"
15,"Transparent, Opaque, and Translucent Objects",Physics,6,"Light, Shadows and Images"
15,"Shadows (Formation, Properties, and Shape)",Physics,6,"Light, Shadows and Images"
15,Pinhole Camera and Images,Physics,6,"Light, Shadows and Images"
15,Reflection of Light,Physics,6,"Light, Shadows and Images"
2,Introduction to Magnets & Their History,Physics,6,Playing with Magnets
2,Magnetic and Non-Magnetic Materials,Physics,6,Playing with Magnets
2,Properties of Magnets,Physics,6,Playing with Magnets
2,Directional Property and The Magnetic Compass,Physics,6,Playing with Magnets
2,Magnetization and Magnetic Induction,Physics,6,Playing with Magnets
10,Observing and Identifying Changes,Chemistry,6,Changes Around Us
10,Classification of Changes,Chemistry,6,Changes Around Us
3,Forms of Water,Chemistry,6,Rain: Where Does It Come From?
3,Evaporation,Chemistry,6,Rain: Where Does It Come From?
3,Condensation,Chemistry,6,Rain: Where Does It Come From?
3,Clouds and Rain,Chemistry,6,Rain: Where Does It Come From?
3,The Water Cycle,Chemistry,6,Rain: Where Does It Come From?
5,Identifying Materials and Objects,Chemistry,6,Materials and Things
5,Properties of Materials: Transparency,Chemistry,6,Materials and Things
5,Properties of Materials: States of Matter,Chemistry,6,Materials and Things
5,Properties of Materials: Sinking and Floating,Chemistry,6,Materials and Things
5,Properties of Materials: Solubility,Chemistry,6,Materials and Things
7,Introduction to Mixtures,Chemistry,6,Separation of Substances
7,Hand Picking,Chemistry,6,Separation of Substances
7,Winnowing,Chemistry,6,Separation of Substances
7,Sedimentation and Decantation,Chemistry,6,Separation of Substances
7,Sieving and Filtration,Chemistry,6,Separation of Substances
7,Crystallization and Evaporation,Chemistry,6,Separation of Substances
7,Distillation,Chemistry,6,Separation of Substances
7,Sublimation,Chemistry,6,Separation of Substances
7,Chromatography,Chemistry,6,Separation of Substances
7,Separation using more than one method,Chemistry,6,Separation of Substances
1,Introduction to Integers and Number Line,Math,7,Integers
1,Operations on Integers,Math,7,Integers
1,Properties of Integers,Math,7,Integers
1,Applications of Integers,Math,7,Integers
10,Forming Algebraic Expressions,Math,7,Algebraic Expressions
10,"Terms, Coefficients, and Like/Unlike Terms",Math,7,Algebraic Expressions
10,Types and Degree of Algebraic Expressions,Math,7,Algebraic Expressions
10,Addition and Subtraction of Expressions,Math,7,Algebraic Expressions
10,Simplifying and Evaluating Expressions,Math,7,Algebraic Expressions
11,Exponential Form,Math,7,Powers and EXPONENTS
11,Laws of Exponents,Math,7,Powers and EXPONENTS
11,Expressing Large Numbers in Standard Form,Math,7,Powers and EXPONENTS
12,Introduction to Quadrilaterals,Math,7,Quadrilaterals
12,"Interior, Exterior, Convex and Concave Quadrilaterals",Math,7,Quadrilaterals
12,Angle-sum property of a quadrilateral,Math,7,Quadrilaterals
12,Types of quadrilaterals,Math,7,Quadrilaterals
13,Area and Perimeter of Squares and Rectangles,Math,7,Area and Perimeter
13,Area of a Parallelogram,Math,7,Area and Perimeter
13,Area of a Triangle,Math,7,Area and Perimeter
13,Area of a Rhombus,Math,7,Area and Perimeter
13,Circumference of a Circle,Math,7,Area and Perimeter
13,Area of Paths,Math,7,Area and Perimeter
14,Properties of 3D Shapes,Math,7,Understanding 3D and 2D Shapes
14,Nets of 3D Shapes,Math,7,Understanding 3D and 2D Shapes
14,Drawing Solid Shapes,Math,7,Understanding 3D and 2D Shapes
14,Visualizing Solid Objects,Math,7,Understanding 3D and 2D Shapes
15,Line Symmetry,Math,7,Symmetry
15,Rotational Symmetry,Math,7,Symmetry
15,Line Symmetry and Rotational Symmetry,Math,7,Symmetry
2,Introduction to Fractions,Math,7,"Fractions, Decimals and Rational Numbers"
2,Multiplication of Fractions,Math,7,"Fractions, Decimals and Rational Numbers"
2,Division of Fractions,Math,7,"Fractions, Decimals and Rational Numbers"
2,Decimal Numbers,Math,7,"Fractions, Decimals and Rational Numbers"
2,Multiplication and Division of Decimal Numbers,Math,7,"Fractions, Decimals and Rational Numbers"
2,Rational Numbers,Math,7,"Fractions, Decimals and Rational Numbers"
3,Introduction to Simple Equations,Math,7,Simple Equations
3,Solving Simple Equations,Math,7,Simple Equations
3,Applications of Simple Equations,Math,7,Simple Equations
4,Basic Geometrical Ideas,Math,7,Lines and Angles
4,Pairs of Angles,Math,7,Lines and Angles
4,Transversals and Parallel Lines,Math,7,Lines and Angles
5,Introduction to Triangles,Math,7,Triangle and its Properties
5,Classification of Triangles,Math,7,Triangle and its Properties
5,Relationship between the sides of a triangle,Math,7,Triangle and its Properties
5,Altitudes of a triangle,Math,7,Triangle and its Properties
5,Medians of a triangle,Math,7,Triangle and its Properties
5,Angle-sum property of a triangle,Math,7,Triangle and its Properties
5,Exterior angle of a triangle,Math,7,Triangle and its Properties
6,Ratio,Math,7,Ratio - Applications
6,Proportion,Math,7,Ratio - Applications
6,Unitary Method and Direct Proportion,Math,7,Ratio - Applications
6,Percentages,Math,7,Ratio - Applications
6,Profit and Loss,Math,7,Ratio - Applications
6,Discount,Math,7,Ratio - Applications
6,Simple Interest,Math,7,Ratio - Applications
7,Introduction to and Organisation of Data,Math,7,Data Handling
7,Representative Values: Arithmetic Mean (Average),Math,7,Data Handling
7,Representative Values: Mode,Math,7,Data Handling
7,Representative Values: Median,Math,7,Data Handling
7,Presentation of Data,Math,7,Data Handling
8,Concept of Congruence,Math,7,Congruency of Triangles
8,Congruence of Triangles and Corresponding Parts,Math,7,Congruency of Triangles
8,Side-Side-Side (SSS) Congruence Criterion,Math,7,Congruency of Triangles
8,Side-Angle-Side (SAS) Congruence Criterion,Math,7,Congruency of Triangles
8,Angle-Side-Angle (ASA) Congruence Criterion,Math,7,Congruency of Triangles
8,Right-Angle Hypotenuse-Side (RHS) Congruence Criterion,Math,7,Congruency of Triangles
9,Construction using Three Sides (SSS),Math,7,Construction of Triangles
9,Construction using Two Sides and an Included Angle (SAS),Math,7,Construction of Triangles
9,Construction using Two Angles and an Included Side (ASA),Math,7,Construction of Triangles
9,Construction of a Right-Angled Triangle (RHS & other cases),Math,7,Construction of Triangles
9,Construction using Two Sides and a Non-Included Angle (SSA),Math,7,Construction of Triangles
4,Motion and Rest,Physics,7,MOTION - TIME
4,Uniform and Non-uniform Motion,Physics,7,MOTION - TIME
4,Types of Motion,Physics,7,MOTION - TIME
4,Slow and Fast Motion,Physics,7,MOTION - TIME
4,Time and its Measurement,Physics,7,MOTION - TIME
4,Speed,Physics,7,MOTION - TIME
5,Warmness and Coolness,Physics,7,Heat - Measurement
5,Heat as a Form of Energy,Physics,7,Heat - Measurement
5,Heat and Temperature,Physics,7,Heat - Measurement
5,Thermometers,Physics,7,Heat - Measurement
6,Weather,Physics,7,WEATHER - CLIMATE
6,Measuring Components of Weather,Physics,7,WEATHER - CLIMATE
6,Climate and Lifestyle,Physics,7,WEATHER - CLIMATE
7,Electric Cells and Batteries,Physics,7,Electric Current - It's Effect
7,Electric Circuits and Symbols,Physics,7,Electric Current - It's Effect
7,Series and Parallel Circuits,Physics,7,Electric Current - It's Effect
7,Heating Effect of Electric Current,Physics,7,Electric Current - It's Effect
7,Electricity Consumption and Safety,Physics,7,Electric Current - It's Effect
8,Properties of Air and Wind,Physics,7,AIR - WINDS - CYCLONES
8,Wind Generation due to Uneven Heating,Physics,7,AIR - WINDS - CYCLONES
8,Cyclones,Physics,7,AIR - WINDS - CYCLONES
9,Images and Rays of Light,Physics,7,REFLECTION OF LIGHT
9,Laws of Reflection,Physics,7,REFLECTION OF LIGHT
9,Periscope and Plane Mirrors,Physics,7,REFLECTION OF LIGHT
9,Image Characteristics in Plane Mirrors,Physics,7,REFLECTION OF LIGHT
9,Multiple Images,Physics,7,REFLECTION OF LIGHT
9,Kaleidoscope,Physics,7,REFLECTION OF LIGHT
9,Spherical Mirrors (Concave and Convex),Physics,7,REFLECTION OF LIGHT
9,Types of Images (Real and Virtual),Physics,7,REFLECTION OF LIGHT
9,Types of Reflection (Regular and Irregular),Physics,7,REFLECTION OF LIGHT
14,Sources and Scarcity of Water,Chemistry,7,WATER - TOO LITTLE TO WASTE
14,Wastewater and its Contaminants,Chemistry,7,WATER - TOO LITTLE TO WASTE
14,Wastewater Treatment Process,Chemistry,7,WATER - TOO LITTLE TO WASTE
14,Drainage and Sewage Disposal Systems,Chemistry,7,WATER - TOO LITTLE TO WASTE
