chapter_no,key_ideas,subject,grade,chapter_name
3,Pteridophytes,Biology,11,Plant Kingdom
3,Gymnosperms,Biology,11,Plant Kingdom
3,Angiosperms,Biology,11,Plant Kingdom
3,Chlorophyceae,Biology,11,Plant Kingdom
3,Phaeophyceae,Biology,11,Plant Kingdom
3,Rhodophyceae,Biology,11,Plant Kingdom
3,Liverworts,Biology,11,Plant Kingdom
3,Mosses,Biology,11,Plant Kingdom
4,Basis of Classification,Biology,11,Animal Kingdom
4,Levels of Organisation,Biology,11,Animal Kingdom
4,Symmetry,Biology,11,Animal Kingdom
4,Diploblastic and Triploblastic Organisation,Biology,11,Animal Kingdom
4,Coelom,Biology,11,Animal Kingdom
4,Segmentation,Biology,11,Animal Kingdom
4,Notochord,Biology,11,Animal Kingdom
4,Classification of Animals,Biology,11,Animal Kingdom
4,Phylum Porifera,Biology,11,Animal Kingdom
4,Phylum Coelenterata,Biology,11,Animal Kingdom
5,The Root,Biology,11,Morphology of Flowering Plants
5,The Stem,Biology,11,Morphology of Flowering Plants
5,The Leaf,Biology,11,Morphology of Flowering Plants
5,The Inflorescence,Biology,11,Morphology of Flowering Plants
5,The Flower,Biology,11,Morphology of Flowering Plants
5,The Fruit,Biology,11,Morphology of Flowering Plants
5,The Seed,Biology,11,Morphology of Flowering Plants
5,Semi-technical Description of a Typical Flowering Plant,Biology,11,Morphology of Flowering Plants
5,Description of Some Important Families,Biology,11,Morphology of Flowering Plants
5,Types of Placentation,Biology,11,Morphology of Flowering Plants
6,Tissue System,Biology,11,Anatomy of Flowering Plants
6,Epidermal Tissue System,Biology,11,Anatomy of Flowering Plants
6,Ground Tissue System,Biology,11,Anatomy of Flowering Plants
6,Vascular Tissue System,Biology,11,Anatomy of Flowering Plants
6,Dicotyledonous Root,Biology,11,Anatomy of Flowering Plants
6,Monocotyledonous Root,Biology,11,Anatomy of Flowering Plants
6,Dicotyledonous Stem,Biology,11,Anatomy of Flowering Plants
6,Monocotyledonous Stem,Biology,11,Anatomy of Flowering Plants
6,Dorsiventral Leaf,Biology,11,Anatomy of Flowering Plants
6,Isobilateral Leaf,Biology,11,Anatomy of Flowering Plants
7,Organ and Organ System,Biology,11,Structural Organisation in Animals
7,Frogs,Biology,11,Structural Organisation in Animals
7,Morphology of Frogs,Biology,11,Structural Organisation in Animals
7,Anatomy of Frogs,Biology,11,Structural Organisation in Animals
7,Digestive System of Frogs,Biology,11,Structural Organisation in Animals
7,Respiratory System of Frogs,Biology,11,Structural Organisation in Animals
7,Circulatory System of Frogs,Biology,11,Structural Organisation in Animals
7,Excretory System of Frogs,Biology,11,Structural Organisation in Animals
7,Nervous System of Frogs,Biology,11,Structural Organisation in Animals
7,Reproductive System of Frogs,Biology,11,Structural Organisation in Animals
8,What is a Cell?,Biology,11,Cell: The Unit of Life
8,Cell Theory,Biology,11,Cell: The Unit of Life
8,An Overview of Cell,Biology,11,Cell: The Unit of Life
8,Prokaryotic Cells,Biology,11,Cell: The Unit of Life
8,Eukaryotic Cells,Biology,11,Cell: The Unit of Life
8,Cell Membrane,Biology,11,Cell: The Unit of Life
8,Cell Wall,Biology,11,Cell: The Unit of Life
8,Endomembrane System,Biology,11,Cell: The Unit of Life
8,Mitochondria,Biology,11,Cell: The Unit of Life
8,Nucleus,Biology,11,Cell: The Unit of Life
9,Chemical Composition Analysis,Biology,11,Biomolecules
9,Primary and Secondary Metabolites,Biology,11,Biomolecules
9,Biomacromolecules,Biology,11,Biomolecules
9,Proteins,Biology,11,Biomolecules
9,Polysaccharides,Biology,11,Biomolecules
9,Nucleic Acids,Biology,11,Biomolecules
9,Protein Structure,Biology,11,Biomolecules
9,Enzymes,Biology,11,Biomolecules
9,Enzyme Action,Biology,11,Biomolecules
9,Factors Affecting Enzyme Activity,Biology,11,Biomolecules
10,Cell Cycle,Biology,11,Cell Cycle and Cell Division
10,M Phase,Biology,11,Cell Cycle and Cell Division
10,Significance of Mitosis,Biology,11,Cell Cycle and Cell Division
10,Meiosis,Biology,11,Cell Cycle and Cell Division
10,Significance of Meiosis,Biology,11,Cell Cycle and Cell Division
10,Phases of Cell Cycle,Biology,11,Cell Cycle and Cell Division
10,Prophase,Biology,11,Cell Cycle and Cell Division
10,Metaphase,Biology,11,Cell Cycle and Cell Division
10,Anaphase,Biology,11,Cell Cycle and Cell Division
10,Telophase,Biology,11,Cell Cycle and Cell Division
11,Introduction to Photosynthesis,Biology,11,Photosynthesis in Higher Plants
11,Early Experiments,Biology,11,Photosynthesis in Higher Plants
11,Photosynthesis Location,Biology,11,Photosynthesis in Higher Plants
11,Photosynthetic Pigments,Biology,11,Photosynthesis in Higher Plants
11,Light Reaction,Biology,11,Photosynthesis in Higher Plants
11,Electron Transport,Biology,11,Photosynthesis in Higher Plants
11,ATP and NADPH Usage,Biology,11,Photosynthesis in Higher Plants
11,C4 Pathway,Biology,11,Photosynthesis in Higher Plants
11,Photorespiration,Biology,11,Photosynthesis in Higher Plants
11,Factors Affecting Photosynthesis,Biology,11,Photosynthesis in Higher Plants
12,Do Plants Breathe?,Biology,11,Respiration in Plants
12,Glycolysis,Biology,11,Respiration in Plants
12,Fermentation,Biology,11,Respiration in Plants
12,Aerobic Respiration,Biology,11,Respiration in Plants
12,The Respiratory Balance Sheet,Biology,11,Respiration in Plants
12,Amphibolic Pathway,Biology,11,Respiration in Plants
12,Respiratory Quotient,Biology,11,Respiration in Plants
12,Electron Transport System (ETS),Biology,11,Respiration in Plants
12,Oxidative Phosphorylation,Biology,11,Respiration in Plants
12,Tricarboxylic Acid Cycle,Biology,11,Respiration in Plants
13,Growth,Biology,11,Plant Growth and Development
13,Differentiation,Biology,11,Plant Growth and Development
13,Dedifferentiation,Biology,11,Plant Growth and Development
13,Redifferentiation,Biology,11,Plant Growth and Development
13,Plant Growth Regulators,Biology,11,Plant Growth and Development
13,Phases of Growth,Biology,11,Plant Growth and Development
13,Growth Rates,Biology,11,Plant Growth and Development
13,Conditions for Growth,Biology,11,Plant Growth and Development
13,Discovery of Plant Growth Regulators,Biology,11,Plant Growth and Development
13,Physiological Effects of Plant Growth Regulators,Biology,11,Plant Growth and Development
14,Respiratory Organs,Biology,11,Breathing and Exchange of Gases
14,Mechanism of Breathing,Biology,11,Breathing and Exchange of Gases
14,Exchange of Gases,Biology,11,Breathing and Exchange of Gases
14,Transport of Gases,Biology,11,Breathing and Exchange of Gases
14,Regulation of Respiration,Biology,11,Breathing and Exchange of Gases
14,Disorders of Respiratory System,Biology,11,Breathing and Exchange of Gases
14,Human Respiratory System,Biology,11,Breathing and Exchange of Gases
14,Respiratory Volumes and Capacities,Biology,11,Breathing and Exchange of Gases
14,Transport of Oxygen,Biology,11,Breathing and Exchange of Gases
14,Transport of Carbon Dioxide,Biology,11,Breathing and Exchange of Gases
15,Blood,Biology,11,Body Fluids and Circulation
15,Plasma,Biology,11,Body Fluids and Circulation
15,Formed Elements,Biology,11,Body Fluids and Circulation
15,Blood Groups,Biology,11,Body Fluids and Circulation
15,Coagulation of Blood,Biology,11,Body Fluids and Circulation
15,Lymph,Biology,11,Body Fluids and Circulation
15,Circulatory Pathways,Biology,11,Body Fluids and Circulation
15,Human Circulatory System,Biology,11,Body Fluids and Circulation
15,Cardiac Cycle,Biology,11,Body Fluids and Circulation
15,Disorders of Circulatory System,Biology,11,Body Fluids and Circulation
16,Human Excretory System,Biology,11,Excretory Products and Their Elimination
16,Urine Formation,Biology,11,Excretory Products and Their Elimination
16,Function of the Tubules,Biology,11,Excretory Products and Their Elimination
16,Mechanism of Concentration of the Filtrate,Biology,11,Excretory Products and Their Elimination
16,Regulation of Kidney Function,Biology,11,Excretory Products and Their Elimination
16,Micturition,Biology,11,Excretory Products and Their Elimination
16,Role of other Organs in Excretion,Biology,11,Excretory Products and Their Elimination
16,Disorders of the Excretory System,Biology,11,Excretory Products and Their Elimination
16,Excretory Structures in Animals,Biology,11,Excretory Products and Their Elimination
16,Nitrogenous Wastes,Biology,11,Excretory Products and Their Elimination
17,Types of Movement,Biology,11,Locomotion and Movement
17,Muscle,Biology,11,Locomotion and Movement
17,Skeletal System,Biology,11,Locomotion and Movement
17,Joints,Biology,11,Locomotion and Movement
17,Disorders of Muscular and Skeletal System,Biology,11,Locomotion and Movement
17,Structure of Contractile Proteins,Biology,11,Locomotion and Movement
17,Mechanism of Muscle Contraction,Biology,11,Locomotion and Movement
17,Axial Skeleton,Biology,11,Locomotion and Movement
17,Appendicular Skeleton,Biology,11,Locomotion and Movement
17,Sliding Filament Theory,Biology,11,Locomotion and Movement
18,Neural System,Biology,11,Neural Control and Coordination
18,Human Neural System,Biology,11,Neural Control and Coordination
18,Neuron as Structural and Functional Unit,Biology,11,Neural Control and Coordination
18,Generation and Conduction of Nerve Impulse,Biology,11,Neural Control and Coordination
18,Transmission of Impulses,Biology,11,Neural Control and Coordination
18,Central Neural System,Biology,11,Neural Control and Coordination
18,Forebrain,Biology,11,Neural Control and Coordination
18,Midbrain,Biology,11,Neural Control and Coordination
18,Hindbrain,Biology,11,Neural Control and Coordination
18,Role of Na+ in Action Potential,Biology,11,Neural Control and Coordination
19,Endocrine Glands and Hormones,Biology,11,Chemical Coordination and Integration
19,Human Endocrine System,Biology,11,Chemical Coordination and Integration
19,Hypothalamus,Biology,11,Chemical Coordination and Integration
19,Pituitary Gland,Biology,11,Chemical Coordination and Integration
19,Pineal Gland,Biology,11,Chemical Coordination and Integration
19,Thyroid Gland,Biology,11,Chemical Coordination and Integration
19,Parathyroid Gland,Biology,11,Chemical Coordination and Integration
19,Thymus,Biology,11,Chemical Coordination and Integration
19,Adrenal Gland,Biology,11,Chemical Coordination and Integration
19,Pancreas,Biology,11,Chemical Coordination and Integration
1,Flower Structure,Biology,12,Sexual Reproduction in Flowering Plants
1,Pre-fertilisation Events,Biology,12,Sexual Reproduction in Flowering Plants
1,Stamen and Microsporangium,Biology,12,Sexual Reproduction in Flowering Plants
1,Pollen Grain,Biology,12,Sexual Reproduction in Flowering Plants
1,Pistil and Megasporangium,Biology,12,Sexual Reproduction in Flowering Plants
1,Embryo Sac,Biology,12,Sexual Reproduction in Flowering Plants
1,Pollination,Biology,12,Sexual Reproduction in Flowering Plants
1,Double Fertilisation,Biology,12,Sexual Reproduction in Flowering Plants
1,Post-fertilisation Events,Biology,12,Sexual Reproduction in Flowering Plants
1,Apomixis and Polyembryony,Biology,12,Sexual Reproduction in Flowering Plants
2,Male Reproductive System,Biology,12,Human Reproduction
2,Female Reproductive System,Biology,12,Human Reproduction
2,Gametogenesis,Biology,12,Human Reproduction
2,Menstrual Cycle,Biology,12,Human Reproduction
2,Fertilisation and Implantation,Biology,12,Human Reproduction
2,Pregnancy and Embryonic Development,Biology,12,Human Reproduction
2,Parturition and Lactation,Biology,12,Human Reproduction
2,Structure of Sperm,Biology,12,Human Reproduction
2,Structure of Ovary,Biology,12,Human Reproduction
2,Hormonal Regulation,Biology,12,Human Reproduction
3,Reproductive Health – Problems and Strategies,Biology,12,Reproductive Health
3,Population Explosion and Birth Control,Biology,12,Reproductive Health
3,Medical Termination of Pregnancy,Biology,12,Reproductive Health
3,Sexually Transmitted Diseases,Biology,12,Reproductive Health
3,Infertility,Biology,12,Reproductive Health
3,Reproductive and Child Health Care (RCH) programmes,Biology,12,Reproductive Health
3,Contraceptive Methods,Biology,12,Reproductive Health
3,Amniocentesis,Biology,12,Reproductive Health
3,Assisted Reproductive Technologies (ART),Biology,12,Reproductive Health
3,Sex Education,Biology,12,Reproductive Health
4,Mendel’s Laws of Inheritance,Biology,12,Principles of Inheritance and Variation
4,Inheritance of One Gene,Biology,12,Principles of Inheritance and Variation
4,Inheritance of Two Genes,Biology,12,Principles of Inheritance and Variation
4,Sex Determination,Biology,12,Principles of Inheritance and Variation
4,Mutation,Biology,12,Principles of Inheritance and Variation
4,Genetic Disorders,Biology,12,Principles of Inheritance and Variation
4,Law of Dominance,Biology,12,Principles of Inheritance and Variation
4,Law of Segregation,Biology,12,Principles of Inheritance and Variation
4,Law of Independent Assortment,Biology,12,Principles of Inheritance and Variation
4,Chromosomal Theory of Inheritance,Biology,12,Principles of Inheritance and Variation
5,The DNA,Biology,12,Molecular Basis of Inheritance
5,The Search for Genetic Material,Biology,12,Molecular Basis of Inheritance
5,RNA World,Biology,12,Molecular Basis of Inheritance
5,Replication,Biology,12,Molecular Basis of Inheritance
5,Transcription,Biology,12,Molecular Basis of Inheritance
5,Genetic Code,Biology,12,Molecular Basis of Inheritance
5,Translation,Biology,12,Molecular Basis of Inheritance
5,Regulation of Gene Expression,Biology,12,Molecular Basis of Inheritance
5,Human Genome Project,Biology,12,Molecular Basis of Inheritance
5,DNA Fingerprinting,Biology,12,Molecular Basis of Inheritance
6,Origin of Life,Biology,12,Evolution
6,Evolution of Life Forms,Biology,12,Evolution
6,Evidences for Evolution,Biology,12,Evolution
6,Adaptive Radiation,Biology,12,Evolution
6,Biological Evolution,Biology,12,Evolution
6,Mechanism of Evolution,Biology,12,Evolution
6,Hardy-Weinberg Principle,Biology,12,Evolution
6,Brief Account of Evolution,Biology,12,Evolution
6,Origin of Man,Biology,12,Evolution
6,Evolution of Man,Biology,12,Evolution
7,Common Diseases in Humans,Biology,12,Human Health and Disease
7,Immunity,Biology,12,Human Health and Disease
7,AIDS,Biology,12,Human Health and Disease
7,Cancer,Biology,12,Human Health and Disease
7,Drugs and Alcohol Abuse,Biology,12,Human Health and Disease
7,Innate Immunity,Biology,12,Human Health and Disease
7,Acquired Immunity,Biology,12,Human Health and Disease
7,Vaccination and Immunisation,Biology,12,Human Health and Disease
7,Allergies,Biology,12,Human Health and Disease
7,Auto Immunity,Biology,12,Human Health and Disease
8,Microbes in Household Products,Biology,12,Microbes in Human Welfare
8,Microbes in Industrial Products,Biology,12,Microbes in Human Welfare
